iter	MultiRMSE
345	250.5722095
346	250.4845494
347	250.4262928
348	250.3783089
349	250.3331468
350	250.250968
351	250.1742796
352	250.12913
353	250.0564529
354	249.9663992
355	249.9199968
356	249.8345491
357	249.7577922
358	249.649551
359	249.6007352
360	249.4954841
361	249.4593875
362	249.3962678
363	249.3314485
364	249.2513963
365	249.1907904
366	249.1364732
367	249.0907885
368	249.0073271
369	248.9359592
370	248.8744132
371	248.8049921
372	248.7409022
373	248.669994
374	248.6168344
375	248.5332635
376	248.4655955
377	248.4203738
378	248.3489168
379	248.3044098
380	248.225419
381	248.1670002
382	248.0912999
383	248.0399874
384	247.974475
385	247.9392724
386	247.8654651
387	247.7978539
388	247.728749
389	247.6703526
390	247.5938124
391	247.5165601
392	247.4468678
393	247.3927467
394	247.3335921
395	247.2863361
396	247.2054219
397	247.1480408
398	247.0950734
399	247.0151761
400	246.9453023
401	246.8763489
402	246.7980216
403	246.7397652
404	246.6871406
405	246.6223902
406	246.5526554
407	246.4741351
408	246.4220249
409	246.3672076
410	246.3081776
411	246.2350346
412	246.1599038
413	246.0964997
414	246.0270474
415	245.9468132
416	245.8521609
417	245.7856032
418	245.7031898
419	245.6356067
420	245.5836704
421	245.5187095
422	245.4604311
423	245.4060933
424	245.3480499
425	245.2826541
426	245.2233127
427	245.168882
428	245.1100168
429	245.038723
430	244.9752505
431	244.9469657
432	244.8795873
433	244.8300423
434	244.7804267
435	244.7122961
436	244.6733746
437	244.5863059
438	244.5310165
439	244.4554529
440	244.4013665
441	244.3315435
442	244.2672302
443	244.1716233
444	244.1119006
445	244.0804202
446	244.0137739
447	243.9585369
448	243.896879
449	243.8245519
450	243.7917785
451	243.7183565
452	243.6704096
453	243.6193517
454	243.5549314
455	243.4838009
456	243.4279669
457	243.3678993
458	243.3233133
459	243.2689447
460	243.2080866
461	243.1484725
462	243.117822
463	243.0705693
464	243.0218545
465	242.9665952
466	242.8826153
467	242.8347881
468	242.7860767
469	242.7306112
470	242.6959401
471	242.6333914
472	242.5615122
473	242.5198834
474	242.4331719
475	242.3790824
476	242.3106638
477	242.2464153
478	242.1793663
479	242.113696
480	242.0628402
481	242.006811
482	241.9422879
483	241.9024409
484	241.8455578
485	241.7791125
486	241.7063459
487	241.6549037
488	241.6014883
489	241.5598064
490	241.4905423
491	241.4479209
492	241.3853147
493	241.3425929
494	241.2826305
495	241.226287
496	241.1660704
497	241.1298636
498	241.0852017
499	241.0204114
500	240.9732904
501	240.9098537
502	240.8627317
503	240.7981071
504	240.7529529
505	240.6921665
506	240.6418209
507	240.5941435
508	240.5514043
509	240.4562095
510	240.4031338
511	240.348043
512	240.2844309
513	240.2133702
514	240.1727737
515	240.1150694
516	240.0558701
517	239.9885487
518	239.9175958
519	239.8487737
520	239.79025
521	239.7410952
522	239.6882835
523	239.6290715
524	239.5797702
525	239.5327885
526	239.4638042
527	239.4255352
528	239.3688165
529	239.3222474
530	239.2691677
531	239.2238488
532	239.1931703
533	239.128363
534	239.0835751
535	239.0362584
536	238.9644751
537	238.9019417
538	238.8487687
539	238.7999164
540	238.7501026
541	238.6859922
542	238.6239653
543	238.5667765
544	238.5173282
545	238.4657261
546	238.4116583
547	238.3629029
548	238.3223021
549	238.2808963
550	238.2371721
551	238.1926832
552	238.1355982
553	238.0854899
554	238.0363979
555	237.9856462
556	237.9402281
557	237.8839545
558	237.8254249
559	237.7706819
560	237.7003344
561	237.6140568
562	237.5442034
563	237.4950932
564	237.45059
565	237.3967278
566	237.3318565
567	237.2775304
568	237.2260438
569	237.1763783
570	237.1191841
571	237.0754539
572	237.0377056
573	236.9748721
574	236.9340855
575	236.8709014
576	236.8312124
577	236.8010686
578	236.7674168
579	236.7111461
580	236.6451895
581	236.5819804
582	236.5416375
583	236.4823372
584	236.4234816
585	236.3744937
586	236.3380648
587	236.2731954
588	236.2250648
589	236.1667724
590	236.1319323
591	236.0971602
592	236.0350492
593	235.9896952
594	235.9361903
595	235.8930573
596	235.8531829
597	235.791238
598	235.7480785
599	235.7298949
600	235.6840631
601	235.6092883
602	235.5554873
603	235.5095691
604	235.4665048
605	235.4020456
606	235.3460779
607	235.2922587
608	235.2454494
609	235.1962791
610	235.1454814
611	235.1101013
612	235.0439897
613	234.987096
614	234.9409196
615	234.8923688
616	234.8374468
617	234.8108853
618	234.7540824
619	234.7077129
620	234.6541261
621	234.6082104
622	234.5698966
623	234.5157835
624	234.4640063
625	234.4227197
626	234.374325
627	234.3325905
628	234.2995221
629	234.2477077
630	234.2002679
631	234.1480309
632	234.1114981
633	234.0622689
634	234.031473
635	233.9950908
636	233.9616159
637	233.9105607
638	233.8766302
639	233.8418396
640	233.7888465
641	233.7399402
642	233.6998675
643	233.6592278
644	233.6153891
645	233.554796
646	233.5127882
647	233.456156
648	233.4117501
649	233.3683833
650	233.3433372
651	233.2923265
652	233.2282405
653	233.1897847
654	233.1385498
655	233.0722708
656	233.0480935
657	232.9925035
658	232.9537968
659	232.9254304
660	232.8870093
661	232.8313597
662	232.7984812
663	232.746948
664	232.6953715
665	232.643168
666	232.6063139
667	232.5556088
668	232.5130487
669	232.4749313
670	232.4329089
671	232.3876594
672	232.3268418
673	232.2741621
674	232.2461167
675	232.2058394
676	232.1518027
677	232.1013068
678	232.0570461
679	231.9904794
680	231.9476666
681	231.9023331
682	231.8806107
683	231.8211619
684	231.7686763
685	231.7214642
686	231.673731
687	231.62457
688	231.5850162
689	231.514261
690	231.4683945
691	231.395971
692	231.3475515
693	231.3102775
694	231.2611781
695	231.2204515
696	231.1729672
697	231.1281655
698	231.0820727
699	231.0518094
700	231.0083523
701	230.9699866
702	230.9229106
703	230.895471
704	230.8459197
705	230.8189631
706	230.7827593
707	230.7404929
708	230.7103131
709	230.6689326
710	230.642148
711	230.6051562
712	230.558734
713	230.4999406
714	230.4566045
715	230.3975492
716	230.3570129
717	230.3185387
718	230.2613676
719	230.2098242
720	230.1872448
721	230.1648993
722	230.1304166
723	230.0939112
724	230.0500907
725	230.0010659
726	229.9441487
727	229.9064001
728	229.8672489
729	229.8271563
730	229.7974584
731	229.7540327
732	229.7229387
733	229.6856376
734	229.6193298
735	229.5747088
736	229.5430635
737	229.4918644
738	229.4420423
739	229.4008097
740	229.3624658
741	229.3301666
742	229.2794908
743	229.2318307
744	229.1997933
745	229.1522244
746	229.09404
747	229.0507397
748	228.9987297
749	228.9645244
750	228.9129263
751	228.8649525
752	228.8265835
753	228.7962592
754	228.755083
755	228.6937097
756	228.6717797
757	228.6293066
758	228.5774816
759	228.5357582
760	228.4780869
761	228.4278815
762	228.3843468
763	228.3520715
764	228.3120156
765	228.2770043
766	228.2362645
767	228.1943921
768	228.1551744
769	228.0969414
770	228.043068
771	228.0088493
772	227.9815572
773	227.9134102
774	227.8555597
775	227.8244559
776	227.782291
777	227.7346645
778	227.7004862
779	227.6496212
780	227.5902715
781	227.5702642
782	227.5423336
783	227.4998125
784	227.4541352
785	227.4169505
786	227.3679117
787	227.325358
788	227.288174
789	227.256145
790	227.2074845
791	227.1707377
792	227.1195258
793	227.0840913
794	227.0396247
795	227.0076803
796	226.9697915
797	226.9332456
798	226.891383
799	226.8688652
800	226.8020496
801	226.7439592
802	226.7026172
803	226.6607556
804	226.6254237
805	226.5901409
806	226.5598006
807	226.5152637
808	226.47062
809	226.4286719
810	226.3735507
811	226.3440323
812	226.3087602
813	226.2620131
814	226.2173957
815	226.1781627
816	226.1525058
817	226.1001677
818	226.0679049
819	226.0269745
820	225.984955
821	225.9396709
822	225.8997448
823	225.8649608
824	225.8406241
825	225.8094068
826	225.7708575
827	225.7232552
828	225.6818027
829	225.6479153
830	225.6033297
831	225.5593484
832	225.5080442
833	225.458404
834	225.4100018
835	225.3717457
836	225.3287493
837	225.3015161
838	225.2560728
839	225.2223076
840	225.1781203
841	225.1383881
842	225.0929557
843	225.0635436
844	225.0349727
845	224.996181
846	224.9599072
847	224.9010115
848	224.8721344
849	224.8387399
850	224.7987281
851	224.7518976
852	224.7103319
853	224.6809468
854	224.6363671
855	224.5934168
856	224.5514919
857	224.5090972
858	224.4713697
859	224.4210381
860	224.399901
861	224.3539338
862	224.3046547
863	224.2799725
864	224.2387819
865	224.2018238
866	224.14545
867	224.1038269
868	224.0698
869	224.0249996
870	223.9875212
871	223.9526276
872	223.9285463
873	223.8991687
874	223.8490063
875	223.8310034
876	223.7941104
877	223.7374021
878	223.7101408
879	223.6745085
880	223.6284474
881	223.5707914
882	223.5265316
883	223.4972118
884	223.4597775
885	223.4166562
886	223.3839285
887	223.3541587
888	223.3150198
889	223.268984
890	223.2356152
891	223.1935127
892	223.1466331
893	223.1100475
894	223.0608478
895	223.0183026
896	222.9814303
897	222.9594036
898	222.920871
899	222.9010206
900	222.8584671
901	222.8324834
902	222.7783456
903	222.7351035
904	222.7116999
905	222.6789239
906	222.6334998
907	222.5943561
908	222.5540629
909	222.5154046
910	222.4846086
911	222.4550626
912	222.4246801
913	222.3820132
914	222.3480337
915	222.3236897
916	222.3016311
917	222.2702945
918	222.2412977
919	222.2065744
920	222.1534512
921	222.1161795
922	222.0759774
923	222.0428741
924	222.0226227
925	221.9799008
926	221.950499
927	221.8977373
928	221.8756475
929	221.8415126
930	221.8055021
931	221.7560464
932	221.7145985
933	221.6794362
934	221.6291948
935	221.579644
936	221.5464888
937	221.5004646
938	221.4792159
939	221.4450979
940	221.4129932
941	221.3769354
942	221.3108048
943	221.2666733
944	221.2431143
945	221.2186709
946	221.1773567
947	221.1198656
948	221.0814704
949	221.0456601
950	221.0057548
951	220.9685913
952	220.9263138
953	220.8894387
954	220.8540445
955	220.8321299
956	220.8096539
957	220.7726252
958	220.7402661
959	220.694275
960	220.6447046
961	220.623575
962	220.5819814
963	220.545004
964	220.5151757
965	220.4724865
966	220.4390528
967	220.3987351
968	220.3612339
969	220.3395505
970	220.2925903
971	220.2485462
972	220.2224116
973	220.1990436
974	220.1627982
975	220.1207586
976	220.0851734
977	220.0534538
978	220.0028971
979	219.9702227
980	219.9437406
981	219.9047246
982	219.8641293
983	219.8257169
984	219.7884774
985	219.7639285
986	219.7326345
987	219.6905575
988	219.6576455
989	219.6272133
990	219.5759512
991	219.5475321
992	219.4999301
993	219.4663819
994	219.4361257
995	219.3968056
996	219.3700629
997	219.3423489
998	219.3133253
999	219.2736903
